QID,timestamp,note
2108,2026-06-02 15:40:10.170735,"Yes, I think your callout is right: A, C is not a sound answer key.

Why:

%scala is needed for the Scala helper function.
%sql is the direct magic command to query the Delta table in SQL.
%fs is the direct magic command to list files in DBFS.
So as written, the question really points to three magics: A, B, C.

Why the imported key may have said A, C:

In a Python notebook, the SQL check could be done without %sql, for example via spark.sql(...).
But the question explicitly asks which magic commands are required for those tasks, and for a SQL query the matching magic is %sql.
So I’d mark this question as:

ambiguous / bad multi-answer question
recommended fix: change it to “Which three magic commands…”
corrected answer: A, B, C
Official docs:

Databricks notebook magics include %scala and %sql: Develop code in Databricks notebooks
Databricks also documents %fs for filesystem commands like listing files: Develop code in Databricks notebooks"
2104,2026-06-02 15:48:47.441531,SLOWLY READ THE QUESTION!
2120,2026-06-03 15:39:29.566919,"Memory hook:

“COPY remembers what it copied.”

For Databricks:

COPY INTO = batch file loader that remembers loaded files through the Delta log.
Auto Loader / cloudFiles = streaming-style loader that needs checkpoints.
INSERT INTO = blindly pours data in again.
MERGE = matches rows by keys, not files.
Exam phrase to lock in:

If the job is batch and the question says “rerun without duplicates” or “no checkpoint,” think: COPY INTO."
2121,2026-06-03 15:45:26.882295,"I missed this because the stem led with AI and semantic understanding, so I matched it to DatabricksIQ. The real clue was “high-performance execution engine” and “accelerates SQL and DataFrame workloads,” which means Photon. DatabricksIQ = intelligence/semantic layer; Photon = execution/performance engine.

Note: 
DatabricksIQ is a valid Databricks term.

Databricks materials describe it as the Data Intelligence Engine, with wording like “Data Intelligence Engine (DatabricksIQ)” that understands the uniqueness of customer data. Source: Databricks Partner Program guide.

But there’s a nuance: in newer docs, Databricks often talks more in terms of Databricks AI assistive features, Genie, Genie Spaces, AI-generated comments, Intelligent Search, and semantic understanding rather than making DatabricksIQ the main user-facing product name. See Databricks AI assistive features and What is Databricks?.

So for the exam:

DatabricksIQ = intelligence/semantic AI layer
Photon = SQL/DataFrame performance execution engine

Your instinct that DatabricksIQ sounded like the semantic thing was right. The trick was that the question asked for the thing that is not the semantic layer."
2124,2026-06-03 21:03:31.752956,"""Mark the water BEFORE you build the window""

You check the tide (watermark) before you decide where to build your sandcastle (window).


Watermark = how long you wait for late waves (late data) — 2 hours
Window = the size of your sandcastle plot — 1 hour
Order matters: mark first, group second


So when you see a streaming + late data question, mentally say:

""withWatermark → groupBy(window) → agg""

And D is a trap — filter on current_timestamp is a batch mindset. It physically drops late rows rather than managing state. Watermark accepts late data up to the threshold, then cleanly closes state. Filter just blindly cuts data off.

Why C is wrong too — easy to mix up: the watermark duration should match the lateness tolerance (2 hrs), and the window should match the aggregation bucket (1 hr). C swaps them."
2131,2026-06-04 09:43:49.150278,"""Tables for tables, Volumes for files""

Think of Unity Catalog like a filing cabinet:

Tables = spreadsheets (structured, rows/columns)
Volumes = manila folders (raw files — PDFs, images, audio, video)



The path is the giveaway:

/Volumes/<catalog>/<schema>/<volume>/...

If you see a question mention ""standard file paths"" + ""non-tabular"" + ""Unity Catalog governed"" — that's the Volumes trifecta. All three boxes → C.

Why D is the trap:
DBFS mounts are the old way — pre-Unity Catalog. They're not governed by UC permissions, which the question explicitly requires. Anytime a question says ""Unity Catalog permissions"" + files, DBFS is automatically out.

Quick mental check:

PDFs/images/video → not a table → Volume
SQL rows/columns → Table
""DBFS mount"" + ""UC governed"" in the same sentence → contradiction → wrong answer"
2132,2026-06-04 09:47:26.843108,"A window needs three things: PARTITION, ORDER, FRAME

Think of it like a racetrack:

partitionBy = which race (each store runs its own race)
orderBy = the order runners cross the line (by date)
rowsBetween = ""count everyone from the starting gun up to right now""

All three required for a true cumulative sum. Missing any one = wrong answer."
1112,2026-06-05 16:55:13.221041,"The core rule: Built-in notebook versioning = linear history only (like a simple changelog). Repos = full Git, meaning branches, merges, PRs, remote sync. Any question contrasting the two is almost certainly fishing for branching.
Memory hook: Repos vs. notebook versioning → the answer is always branches. That's the one thing notebook history fundamentally cannot do."
1336,2026-06-05 17:52:47.084591,"Auto Loader = Structured Streaming in a trench coat. It is just Structured Streaming underneath, with the cloudFiles source bolted on top to watch cloud storage. Layer / What it is: Structured Streaming = The engine | cloudFiles source = The cloud storage watcher | Auto Loader = Both together, packaged nicely. Any time a question asks ""what powers Auto Loader"" or ""what is Auto Loader built on"" the answer is always Structured Streaming. Delta Live Tables is a pipeline framework, DataFrames are batch, and Loader/Live DataFrames are not real things."
1532,2026-06-06 16:48:13.285164,"The core concept you need locked in:
In Databricks, ""unmanaged"" and ""external"" mean the same thing. You don't use the word UNMANAGED in the SQL. The way you tell Databricks it's external is simply by specifying a LOCATION. That's it.
Memory hook: External table = just add LOCATION to a normal CREATE TABLE. No special keywords. No UNMANAGED, no AS. Just:
sqlCREATE TABLE name USING DELTA LOCATION 'path'
The question uses the word ""unmanaged"" to tempt you toward option D. Don't take the bait — that word never appears in actual DDL syntax."
1127,2026-06-06 16:52:08.321416,"Memory hook: JDBC tables in Databricks SQL always use USING jdbc OPTIONS (...) — never jdbc() as a function. And the question asking ""throws error if exists"" = no IF NOT EXISTS clause. D is the trap because it looks complete but silently swallows the error.

Exam hook:

USING chooses the source. OPTIONS supplies the connection.

Or shorter:

JDBC table? USING jdbc OPTIONS. Error if exists? leave out IF NOT EXISTS."
1387,2026-06-06 18:17:28.646149,"READ THE DAMN QUESTION IN SLOW MOTION

Memory hook: ""Non-matching from both"" = FULL. Any time you see the word ""both"" describing the non-matching rows, it's FULL OUTER JOIN, not LEFT."
1154,2026-06-08 11:16:06.894038,"Memory hook: ""Bronze, Silver, Gold = Step 1, Step 2, Step 3"" — pure sequence, like a recipe."
1904,2026-06-08 11:17:38.796360,"Memory hook: ""Many dependencies = Let Databricks manage the graph"" → Declarative Pipelines. Jobs task dependencies = you're the orchestrator. DLT = Databricks is the orchestrator."
1905,2026-06-08 11:21:57.394604,"Memory hook: EXTENDED = everything the DBA cares about. Plain DESCRIBE = what a developer needs to write a query. EXTENDED = what you need to debug, audit, or manage the table.
Exam tip: if a question involves finding a table's storage location, format, or properties — the answer involves DESCRIBE EXTENDED (or DESCRIBE DETAIL for Delta-specific file-level stats)."
1762,2026-06-08 14:20:21.156993,"Memory hook:

File filtering happens in the path, not the WHERE.

Correct idea:

SELECT *
FROM json./Volumes/commerce/landing/transactions/transactions_2023_*.json
Your answer E was tempting because LIKE 'transactions_2023_%' looks like filtering, but that filters rows after reading data. It does not tell Spark which files to read.

Key distinction:

Symbol Used for Example

File path wildcard transactions_2023_*.json
% SQL LIKE wildcard WHERE name LIKE 'transactions_2023_%'
Exam hook:
Star before scan. Percent after scan.

Meaning:

in the file path limits files Spark reads
% in LIKE filters values after Spark has already read data
Also, Spark SQL file path syntax should usually use backticks around the path:
SELECT *
FROM json./Volumes/commerce/landing/transactions/transactions_2023_*.json
Even if the answer choices omit backticks, answer A has the right concept: JSON format prefix + wildcard in the file path.

Memory hook: Glob * in the path = file-level filter before Spark reads anything. _metadata = after Spark opens the files. Use the glob when you can — it's cleaner and more efficient."
1025,2026-06-08 14:25:11.077420,"Memory hook: ""Merge = marriage of old and new. Overwrite = divorce and remarry."" New column showing up = merge, not overwrite. And it has to be in both options because the source and target both need to agree."
1326,2026-06-08 14:46:31.263571,"Memory hook: ""EXPLODE makes the array blow up into rows."" Any time you need to JOIN on an array column, you EXPLODE it first to get joinable individual values."
1484,2026-06-08 15:50:16.589020,"Memory hook: ""DLT event log = Delta table at a path. You can't query a path, you query a view."" Two steps: CREATE TEMP VIEW → then SELECT."
1897,2026-06-08 16:43:22.448376,"TBLPROPERTIES syntax depends on the command:

CREATE TABLE — inline, NO SET:
CREATE TABLE inventory (id INT, units FLOAT) TBLPROPERTIES (business_owner = 'supply_chain')

ALTER TABLE — requires SET:
ALTER TABLE inventory SET TBLPROPERTIES (business_owner = 'supply_chain')

VACUUM retention uses the same ALTER TABLE + SET pattern:
ALTER TABLE table_name SET TBLPROPERTIES (delta.deletedFileRetentionDuration = 'interval 365 days')

Memory hook: ""CREATE = just do it. ALTER = SET it.""

Eliminate fast:
CREATE TABLE ... SET TBLPROPERTIES → wrong (no SET on CREATE)
CREATE TABLE ... SET (...) → wrong
CREATE TABLE ... SET PROPERTY → wrong (not a real clause)
CREATE TABLE ... TBLPROPERTIES (...) → correct
ALTER TABLE ... SET TBLPROPERTIES (...) → correct"
1827,2026-06-08 16:52:34.976438,"This one's tricky because jdbc feels like the right answer but it's actually the full class path that Spark requires:

CREATE TABLE orders
USING org.apache.spark.sql.jdbc
OPTIONS (
  url ""jdbc:sqlite:/bookstore.db"",
  dbtable ""orders""
)

The distinction:

USING jdbc — shorthand that works in DataFrame API (spark.read.format(""jdbc""))
USING org.apache.spark.sql.jdbc — the fully qualified format required in Spark SQL DDL

That said — flag this one. Earlier today we established that USING jdbc is valid Spark SQL syntax, and many Databricks docs use it that way. This may be another bad answer key question. If you see it on the exam, jdbc shorthand is widely accepted.

Memory hook: ""SQL DDL wants the full name. DataFrame API accepts the nickname."" But honestly both show up in real Databricks code, so if the exam offers only one, pick whichever is available."
1744,2026-06-09 06:59:08.932658,"(spark.readStream
  .format(""delta"")
  .load(""/mnt/silver_data"")
  .groupBy(""device_id"")
  .count()
  .writeStream
  .format(""delta"")
  .option(""checkpointLocation"", ""/mnt/checkpoints/gold"")
  .start(""/mnt/gold_data""))

Why the others fail:

A — reads from bronze, not silver
B — reads silver as JSON format, but silver is a Delta table
C — your pick — uses spark.read / write (batch), not streaming. Question specifically asks for a streaming query
E — missing checkpointLocation and uses .save() instead of .start() — both wrong for streaming


The two things that make D the only correct streaming answer:

checkpointLocation is required for streaming writes — no checkpoint = invalid streaming query
.start() not .save() — .save() is batch, .start() is streaming

Memory hook: ""Streaming needs a checkpoint and a start. No checkpoint = no streaming."""
1829,2026-06-10 14:58:07.543217,Need the .db at the end
1783,2026-06-10 15:24:31.112501,Read the question more Carefully
1792,2026-06-10 15:40:03.932121,Read more carefully.
1974,2026-06-11 09:43:18.388024,"Think of it like:

""Stack → Smash → Deduplicate""


array_agg = stack arrays
flatten = smash them together
array_distinct = remove duplicates


Memory hook: Array of arrays across rows → array_distinct(flatten(array_agg())). Think outside-in: agg first, flatten second, distinct third."
2040,2026-06-11 10:03:04.037422,"Memory Hook

“Shrink first, count later”

dropDuplicates = shrink data
groupBy + count = cheap aggregation


dau_df = (
  orders_df
    .select(""order_date"", ""customer_id"")
    .dropDuplicates([""order_date"", ""customer_id""])
    .groupBy(""order_date"")
    .agg(F.count(""*"").alias(""dau""))
)"
1839,2026-06-11 10:08:17.988513,"🧠 Memory hooks (important for exam)
🔹 Watermark

⏱️ “How late can data arrive?”

🔹 Checkpoint

💾 “What have I already processed?”

🔹 Auto Loader

📂 “Checkpoint = tracks files”


✅ One-liner to remember

Auto Loader uses checkpointing to track ingestion progress—not watermarking."
1857,2026-06-14 17:15:01.045149,"Memory hook: USAGE = the key to the building — you can get in and look around, but you still need separate keys for each room (SELECT, MODIFY, etc.)."
2010,2026-06-14 17:16:39.071604,"Memory hook: Serverless jobs = set it and forget it PySpark — Databricks handles the infra, you just run the job."
1661,2026-06-14 17:26:35.399216,"Memory hook: SQL Warehouse = Auto-STOP. Cluster = Auto-TERMINATE. Same idea, different name — match the term to the compute type."
2009,2026-06-14 17:29:16.926012,"Memory hook: Schema + Checkpoint = both locations, both requirements. If a question mentions schema evolution and restart recovery, you need both options present."
2011,2026-06-14 17:32:05.093900,"Memory hook: View = a window someone else cut in the wall. The owner cut it and can see through it — you just look through their window. You don't need keys to the room behind it.
The trap was ""auto-masking"" — that's Dynamic Data Masking, which is a separate, explicit feature you configure. It doesn't happen automatically just because someone lacks table access."
1479,2026-06-14 18:11:07.876129,"""Concurrency = scale OUT, slow queries = scale UP"""
1682,2026-06-14 18:23:07.584046,"Memory hook: ""What file did this row come from?"" → input_file_name() — it's the only one that actually exists in Spark SQL."
